"Symbol","Ensembl","EntrezGeneID","Uniprot","Name","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"22266","CLINT1","ENSG00000113282",9685,"Q14677","clathrin interactor 1",21.44,13,13,1.097,1.192,1.374,1.124,1.042,0.941,0.855,0.913,0.831,9,1.04,0.06,0.757,0.858
"22271","SMC1A","ENSG00000072501",8243,"Q14683","structural maintenance of chromosomes 1A",26.03,31,31,1.063,0.99,0.812,0.924,0.793,1.048,1.046,0.93,0.953,9,0.95,0.03,0.089,0.226
"22272","RRP1B","ENSG00000160208",23076,"Q14684","ribosomal RNA processing 1B",13.32,9,9,1.088,0.984,1.51,1.564,1.419,0.958,1.089,0.888,0.996,9,1.17,0.09,0.084,0.218
"22273","NCOA6","ENSG00000198646",23054,"Q14686","nuclear receptor coactivator 6",1.89,4,4,1.468,1.299,1.175,1.044,0.941,1.056,0.926,1.159,0.977,9,1.12,0.06,0.122,0.273
"22276","PDCD11","ENSG00000148843",22984,"Q14690","programmed cell death 11",13.04,20,21,0.779,0.759,0.673,0.756,0.717,0.734,0.772,0.686,0.733,9,0.73,0.01,0,0
"22277","GINS1","ENSG00000101003",9837,"Q14691","GINS complex subunit 1",16.84,2,2,0.955,1.19,1.887,2.267,1.821,1.415,1.117,1.131,1.16,9,1.44,0.15,0.018,0.085
"22278","BMS1","ENSG00000165733",9790,"Q14692","BMS1 ribosome biogenesis factor",4.21,5,5,1.063,0.735,0.913,0.691,0.991,0.55,0.795,0.785,1.139,9,0.85,0.06,0.136,0.291
"22280","USP10","ENSG00000103194",9100,"Q14694","ubiquitin specific peptidase 10",13.41,9,9,0.998,0.733,0.638,0.77,0.773,0.808,1.118,0.839,1.152,9,0.87,0.06,0.134,0.289
"22281","MESD","ENSG00000117899",23184,"Q14696","mesoderm development LRP chaperone",20.94,5,5,1.014,1.822,1.97,1.607,1.47,1.355,0.818,1.316,0.711,9,1.34,0.14,0.202,0.375
"22282","GANAB","ENSG00000089597",23193,"Q14697","glucosidase II alpha subunit",31.67,28,28,0.91,1.046,0.77,0.838,0.786,1.057,0.998,0.978,0.955,9,0.93,0.04,0.038,0.135
"22283","RFTN1","ENSG00000131378",23180,"Q14699","raftlin, lipid raft linker 1",8.48,4,4,1.24,1.395,0.957,0.617,1.015,0.925,0.734,1.004,1.053,9,0.99,0.08,0.815,0.895
"22289","PPP2R5D","ENSG00000112640",5528,"Q14738","protein phosphatase 2 regulatory subunit B'delta",18.94,7,8,1.392,0.858,0.652,0.829,0.795,0.836,1.269,0.906,1.499,9,1,0.1,0.79,0.879
"22290","LBR","ENSG00000143815",3930,"Q14739","lamin B receptor",14.31,8,8,0.776,1.199,1.068,1.46,0.918,1.454,1.415,0.834,0.873,9,1.11,0.09,0.758,0.859
"22291","COG2","ENSG00000135775",22796,"Q14746","component of oligomeric golgi complex 2",10.43,5,5,1.508,0.984,0.796,0.678,0.739,0.565,1.03,1.075,1.463,9,0.98,0.11,0.74,0.847
"22294","MVP","ENSG00000013364",9961,"Q14764","major vault protein",28.89,22,22,0.82,0.907,0.477,0.485,0.536,0.884,0.833,0.906,0.893,9,0.75,0.06,0.011,0.063
"22300","CBX2","ENSG00000173894",84733,"Q14781","chromobox 2",6.02,3,3,1.552,1.17,0.888,0.927,0.78,1.273,1.6,1.347,1.345,9,1.21,0.1,0.087,0.223
"22301","GOLGB1","ENSG00000173230",2804,"Q14789","golgin B1",23.93,69,75,1.059,1.348,1.234,0.885,1.115,0.981,0.777,1.225,0.97,9,1.07,0.06,0.415,0.597
"22307","KIF22","ENSG00000079616",3835,"Q14807","kinesin family member 22",3.91,2,3,1.356,3.224,1.091,0.872,0.888,2.546,1.069,2.58,1.088,9,1.63,0.3,0.114,0.262
"22308","MEF2D","ENSG00000116604",4209,"Q14814","myocyte enhancer factor 2D",9.21,3,4,1.37,0.888,0.975,0.888,0.823,0.799,1.232,0.736,1.14,9,0.98,0.07,1,1
"22312","CHD4","ENSG00000111642",1108,"Q14839","chromodomain helicase DNA binding protein 4",15.9,22,26,0.957,1.051,0.726,0.729,0.669,1.062,1.04,0.956,0.974,9,0.91,0.05,0.071,0.198
"22313","LASP1","ENSG00000002834",3927,"Q14847","LIM and SH3 protein 1",30.27,11,11,1.064,1.035,1.039,0.948,1.159,0.868,0.923,1.111,1.091,9,1.03,0.03,0.101,0.241
"22320","PTGR1","ENSG00000106853",22949,"Q14914","prostaglandin reductase 1",17.33,7,7,0.688,0.486,1.027,1.118,1.091,0.669,0.884,0.663,0.802,9,0.83,0.07,0.06,0.178
"22322","DRAP1","ENSG00000175550",10589,"Q14919","DR1 associated protein 1",20.98,3,3,1.222,1.185,1.006,1.015,1.031,1.048,1.101,1.111,1.296,9,1.11,0.03,0.005,0.038
"22349","ZNF638","ENSG00000075292",27332,"Q14966","zinc finger protein 638",11.12,20,20,0.981,1.14,1.058,1.137,0.853,1.127,1.019,0.956,0.823,9,1.01,0.04,0.546,0.711
"22351","KPNB1","ENSG00000108424",3837,"Q14974","karyopherin subunit beta 1",27.97,23,23,1.228,0.983,0.67,0.66,0.715,0.893,1.155,0.937,1.196,9,0.94,0.07,0.501,0.675
"22352","NOLC1","ENSG00000166197",9221,"Q14978","nucleolar and coiled-body phosphoprotein 1",22.03,16,16,1.163,1.143,1.138,0.936,0.856,0.899,0.941,0.874,0.85,9,0.98,0.04,0.502,0.675
"22353","NUMA1","ENSG00000137497",4926,"Q14980","nuclear mitotic apparatus protein 1",36.78,69,70,0.965,1.184,1.052,1.31,1.043,1.435,1.155,1.165,0.902,9,1.13,0.06,0.137,0.292
"22359","PSME4","ENSG00000068878",23198,"Q14997","proteasome activator subunit 4",4.5,6,6,0.827,1.092,0.872,1.047,1.01,0.967,0.94,0.993,0.635,9,0.93,0.05,0.094,0.232
"22360","CUL7","ENSG00000044090",9820,"Q14999","cullin 7",2.65,4,5,1.205,0.953,0.94,1.093,1.019,1.095,1.383,1.016,1.289,9,1.11,0.05,0.044,0.149
"22365","SLMAP","ENSG00000163681",7871,"Q14BN4","sarcolemma associated protein",5.56,4,4,0.611,1.56,0.993,0.942,0.604,1.122,0.645,0.549,0.466,9,0.83,0.12,0.03,0.116
"22368","GAPVD1","ENSG00000165219",26130,"Q14C86","GTPase activating protein and VPS9 domains 1",4.13,4,4,0.947,0.842,0.705,0.802,0.884,0.947,1.063,1.039,1.172,9,0.93,0.05,0.345,0.527
"22394","NCAPH","ENSG00000121152",23397,"Q15003","non-SMC condensin I complex subunit H",12.82,8,8,1.203,1.069,0.937,0.924,0.764,1.105,1.463,0.788,1.138,9,1.04,0.07,0.716,0.833
"22396","SPCS2","ENSG00000118363",9789,"Q15005","signal peptidase complex subunit 2",26.11,6,6,1.033,1.237,1.059,0.791,0.8,0.963,0.846,0.904,0.726,9,0.93,0.05,0.098,0.237
"22397","EMC2","ENSG00000104412",9694,"Q15006","ER membrane protein complex subunit 2",11.45,3,3,1.024,1.261,1.41,1.054,1.292,1.003,0.873,1.099,0.828,9,1.09,0.06,0.373,0.554
"22398","WTAP","ENSG00000146457",9589,"Q15007","WT1 associated protein",25.51,9,9,1.349,1.508,1.156,0.92,0.865,1.136,1.037,1.136,1.019,9,1.13,0.07,0.16,0.322
"22399","PSMD6","ENSG00000163636",9861,"Q15008","proteasome 26S subunit, non-ATPase 6",30.59,13,13,1.05,0.867,0.801,0.8,0.995,0.798,0.987,0.917,1.095,9,0.92,0.04,0.225,0.4
"22403","MORF4L2","ENSG00000123562",9643,"Q15014","mortality factor 4 like 2",17.36,4,4,1.251,0.796,1.269,1.171,1.273,0.679,0.884,0.786,1.239,9,1.04,0.08,0.318,0.501
"22404","ABRAXAS2","ENSG00000165660",23172,"Q15018","abraxas 2, BRISC complex subunit",7.23,3,3,0.832,0.618,0.993,1.249,1.069,1.152,1,0.981,0.995,9,0.99,0.06,0.501,0.675
"22405","SEPTIN2","ENSG00000168385",4735,"Q15019","septin 2",46.81,12,12,1.03,0.936,0.92,1.282,1.331,1.19,1.373,1.222,1.383,9,1.19,0.06,0.015,0.077
"22406","SART3","ENSG00000075856",9733,"Q15020","spliceosome associated factor 3, U4/U6 recycling protein",16.1,12,13,1.028,0.73,0.709,0.723,0.777,0.818,0.976,0.812,1.082,9,0.85,0.05,0.04,0.14
"22407","NCAPD2","ENSG00000010292",9918,"Q15021","non-SMC condensin I complex subunit D2",6.85,8,8,1.277,0.695,0.5,0.679,0.471,0.913,1.71,0.644,1.187,9,0.9,0.14,0.292,0.473
"22408","SUZ12","ENSG00000178691",23512,"Q15022","SUZ12 polycomb repressive complex 2 subunit",2.98,2,2,0.915,0.708,0.719,1.15,0.506,1.07,1.382,0.602,0.781,9,0.87,0.09,0.072,0.2
"22409","EXOSC7","ENSG00000075914",23016,"Q15024","exosome component 7",25.09,6,6,0.819,1.047,1.113,1.051,1.122,0.977,0.763,1.038,0.814,9,0.97,0.05,0.325,0.506
"22413","EFTUD2","ENSG00000108883",9343,"Q15029","elongation factor Tu GTP binding domain containing 2",22.53,19,20,0.967,1.032,0.856,0.962,0.903,1.191,1.033,1.026,1.008,9,1,0.03,0.295,0.475
"22414","LARS2","ENSG00000011376",23395,"Q15031","leucyl-tRNA synthetase 2, mitochondrial",7.2,7,7,0.927,1.068,1.001,1.217,1.05,1.156,1.021,0.923,0.712,9,1.01,0.05,0.402,0.583
"22422","ARL6IP1","ENSG00000170540",23204,"Q15041","ADP ribosylation factor like GTPase 6 interacting protein 1",4.93,1,1,0.842,1.436,0.884,0.83,0.907,1.333,0.78,1.448,0.852,9,1.03,0.09,0.603,0.755
"22423","RAB3GAP1","ENSG00000115839",22930,"Q15042","RAB3 GTPase activating protein catalytic subunit 1",8.77,7,7,0.62,1.266,2.104,2.789,1.455,1.658,0.811,1.397,1.083,9,1.46,0.22,0.153,0.313
"22425","KARS1","ENSG00000065427",3735,"Q15046","lysyl-tRNA synthetase 1",34,18,18,0.863,0.712,0.796,0.836,0.95,0.851,0.877,0.893,1.073,9,0.87,0.03,0.027,0.109
"22426","SETDB1","ENSG00000143379",9869,"Q15047","SET domain bifurcated histone lysine methyltransferase 1",1.7,2,2,1.081,0.804,0.76,1.254,0.929,1.311,1.761,0.966,1.303,9,1.13,0.1,0.365,0.548
"22429","RRS1","ENSG00000179041",23212,"Q15050","ribosome biogenesis regulator 1 homolog",17.26,6,6,0.614,0.71,1.155,1.303,0.907,0.792,0.593,0.596,0.486,9,0.8,0.09,0.024,0.102
"22431","ARHGEF6","ENSG00000129675",9459,"Q15052","Rac/Cdc42 guanine nucleotide exchange factor 6",2.96,1,3,0.814,0.795,1.185,1.239,1.214,0.822,0.84,0.801,0.822,9,0.95,0.07,0.347,0.529
"22433","POLD3","ENSG00000077514",10714,"Q15054","DNA polymerase delta 3, accessory subunit",12.02,5,5,1.182,1.099,0.792,1.053,0.812,1.403,1.234,1.156,1.017,9,1.08,0.06,0.6,0.753
"22434","EIF4H","ENSG00000106682",7458,"Q15056","eukaryotic translation initiation factor 4H",33.47,7,7,0.969,0.926,1.239,1.35,1.308,0.981,1.207,0.943,1.099,9,1.11,0.06,0.048,0.155
"22435","ACAP2","ENSG00000114331",23527,"Q15057","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",8.35,5,5,1.486,0.822,0.711,0.886,0.967,0.814,1.738,0.902,1.846,9,1.13,0.15,0.266,0.444
"22437","BRD3","ENSG00000169925",8019,"Q15059","bromodomain containing 3",22.18,9,14,1.414,1.426,1.438,1.306,0.992,1.333,1.153,1.077,0.936,9,1.23,0.07,0.028,0.111
"22438","WDR43","ENSG00000163811",23160,"Q15061","WD repeat domain 43",9.16,4,4,0.982,1.147,1.008,0.803,0.793,0.903,0.772,0.887,0.762,9,0.9,0.04,0.025,0.104
"22439","POSTN","ENSG00000133110",10631,"Q15063","periostin",3.35,2,2,0.403,0.406,2.414,4.441,2.939,0.739,0.732,0.486,0.484,9,1.45,0.49,0.802,0.886
"22440","ACOX1","ENSG00000161533",51,"Q15067","acyl-CoA oxidase 1",10.61,6,6,0.824,0.916,1.115,0.983,0.891,0.974,0.761,0.843,0.682,9,0.89,0.04,0.014,0.072
"22441","OXA1L","ENSG00000155463",5018,"Q15070","OXA1L mitochondrial inner membrane protein",2.3,1,1,0.955,0.851,0.873,0.783,0.759,0.754,0.846,0.727,0.82,9,0.82,0.02,0,0.005
"22443","EEA1","ENSG00000102189",8411,"Q15075","early endosome antigen 1",28.42,37,41,0.861,0.892,0.917,0.869,0.986,0.907,0.821,0.967,0.89,9,0.9,0.02,0.001,0.011
"22448","PDIA6","ENSG00000143870",10130,"Q15084","protein disulfide isomerase family A member 6",36.82,17,17,0.998,1.209,0.99,0.856,0.841,0.925,0.823,0.933,0.819,9,0.93,0.04,0.083,0.215
"22449","PAFAH1B3","ENSG00000079462",5050,"Q15102","platelet activating factor acetylhydrolase 1b catalytic subunit 3",7.36,2,2,1.484,1.05,0.993,1.004,1.064,1.03,1.481,1.064,1.72,9,1.21,0.09,0.019,0.089
"22458","PCOLCE","ENSG00000106333",5118,"Q15113","procollagen C-endopeptidase enhancer",19.6,7,7,6.073,2.866,0.899,0.368,1.582,1.289,1.465,3.258,8.499,9,2.92,0.9,0.038,0.136
"22461","PDK1","ENSG00000152256",5163,"Q15118","pyruvate dehydrogenase kinase 1",5.05,2,2,1.273,1.002,0.963,0.724,0.718,0.744,0.945,0.734,0.936,9,0.89,0.06,0.141,0.298
"22463","PDK3","ENSG00000067992",5165,"Q15120","pyruvate dehydrogenase kinase 3",9.36,3,3,0.823,0.657,0.966,1.241,1.332,0.834,1.044,0.89,1.119,9,0.99,0.07,0.975,0.988
"22464","PEA15","ENSG00000162734",8682,"Q15121","proliferation and apoptosis adaptor protein 15",18.46,3,3,0.959,1.217,1.171,1.013,1.321,0.975,0.953,1.237,1.291,9,1.13,0.05,0.012,0.066
"22465","PGM5","ENSG00000154330",5239,"Q15124","phosphoglucomutase 5",6.53,3,3,0.996,1.915,0,0,0,2.713,1.409,1.854,0.968,6,1.64,0.27,0.108,0.253
"22467","PMVK","ENSG00000163344",10654,"Q15126","phosphomevalonate kinase",19.27,4,4,1.015,0.709,0.839,0.923,1.073,0.78,1.167,0.893,1.396,9,0.98,0.07,0.804,0.888
"22471","PLEC","ENSG00000178209",5339,"Q15149","plectin",43.25,199,202,0.718,0.732,0.775,0.892,0.895,0.855,0.815,0.82,0.777,9,0.81,0.02,0,0.002
"22472","PCM1","ENSG00000078674",5108,"Q15154","pericentriolar material 1",8.94,13,14,1.082,1.291,1.035,0.87,0.95,1.075,0.957,1.024,0.87,9,1.02,0.04,0.844,0.915
"22473","NOMO1","ENSG00000274779",23420,"Q15155","NODAL modulator 1",13.91,14,14,0.978,1.33,1.243,0.898,0.991,1.01,0.724,1.001,0.749,9,0.99,0.07,0.47,0.649
"22474","NOMO1","ENSG00000103512",23420,"Q15155","NODAL modulator 1",13.91,14,14,0.978,1.33,1.243,0.898,0.991,1.01,0.724,1.001,0.749,9,0.99,0.07,0.47,0.649
"22475","PON2","ENSG00000105854",5445,"Q15165","paraoxonase 2",13.28,3,3,1.391,1.16,1.045,0.875,0.758,0.96,1.15,0.827,0.995,9,1.02,0.07,0.924,0.96
"22480","PPA1","ENSG00000180817",5464,"Q15181","inorganic pyrophosphatase 1",32.87,7,8,0.953,0.864,0.79,0.791,0.907,0.915,0.958,0.955,1.041,9,0.91,0.03,0.036,0.13
"22481","PTGES3","ENSG00000110958",10728,"Q15185","prostaglandin E synthase 3",19.38,3,3,1.416,0.989,0.917,0.758,0.875,0.969,1.153,1.04,1.272,9,1.04,0.07,0.452,0.632
"22483","STK38","ENSG00000112079",11329,"Q15208","serine/threonine kinase 38",4.3,2,2,0.944,0.747,0.725,0.835,1.252,0.85,1.074,1.267,1.609,9,1.03,0.1,0.518,0.688
"22485","NONO","ENSG00000147140",4841,"Q15233","non-POU domain containing octamer binding",30.79,15,16,0.874,1.126,1.267,1.476,1.163,1.38,1.005,1.05,0.761,9,1.12,0.08,0.611,0.761
"22488","PTPA","ENSG00000119383",5524,"Q15257","protein phosphatase 2 phosphatase activator",6.42,2,2,0.738,0.909,0.488,0.384,0.5,0.706,0.573,1.285,0.978,9,0.73,0.1,0.034,0.125
"22493","RABEP1","ENSG00000029725",9135,"Q15276","rabaptin, RAB GTPase binding effector protein 1",11.6,8,10,0.981,0.864,1.195,1.344,1.324,0.973,0.894,1.003,0.977,9,1.06,0.06,0.389,0.57
"22495","RAB35","ENSG00000111737",11021,"Q15286","RAB35, member RAS oncogene family",24.88,3,5,0.58,1.037,0.472,1.061,0.838,1.238,1.077,1.13,1.016,9,0.94,0.09,0.252,0.429
"22496","RNPS1","ENSG00000205937",10921,"Q15287","RNA binding protein with serine rich domain 1",11.48,3,3,0.948,1.17,1.012,1.739,1.147,1.216,1.018,0.921,0.815,9,1.11,0.09,0.576,0.736
"22497","RBBP5","ENSG00000117222",5929,"Q15291","RB binding protein 5, histone lysine methyltransferase complex subunit",14.13,7,7,1.159,1.415,1.329,1.059,1.023,1.248,0.963,1.098,0.871,9,1.13,0.06,0.207,0.38
"22498","RCN1","ENSG00000049449",5954,"Q15293","reticulocalbin 1",22.36,9,9,1.105,1.466,1.246,0.784,0.938,0.882,0.63,1.06,0.787,9,0.99,0.09,0.596,0.75
"22502","RALBP1","ENSG00000017797",10928,"Q15311","ralA binding protein 1",10.53,6,6,1.041,1.154,1.057,1.17,1.042,1.239,1.03,1.187,0.992,9,1.1,0.03,0.016,0.079
"22506","ZMYND11","ENSG00000015171",10771,"Q15326","zinc finger MYND-type containing 11",1.33,1,1,1.17,1.314,1.311,1.185,0.753,1.174,1.045,0.742,0.663,9,1.04,0.08,0.636,0.782
"22507","ANKRD1","ENSG00000148677",27063,"Q15327","ankyrin repeat domain 1",2.51,1,1,0.502,0.77,3.542,2.974,7.962,0.526,0.343,1.686,1.103,9,2.16,0.82,0.331,0.513
"22509","LLGL1","ENSG00000284137",3996,"Q15334","LLGL scribble cell polarity complex component 1",3.29,3,3,0,0,0,0.504,0,1.149,0,0,0,2,0,0,0,0
"22510","LLGL1","ENSG00000131899",3996,"Q15334","LLGL scribble cell polarity complex component 1",3.29,3,3,0,0,0,0.504,0,1.149,0,0,0,2,0,0,0,0
"22513","TTF1","ENSG00000125482",7270,"Q15361","transcription termination factor 1",4.31,2,2,0,0,0,0,2.366,0,0,0,0,1,0,0,0,0
"22515","PCBP1","ENSG00000169564",5093,"Q15365","poly(rC) binding protein 1",33.43,5,10,1.058,0.893,0.934,1.186,1.083,1.096,1.417,0.995,1.237,9,1.1,0.05,0.086,0.22
"22516","PCBP2","ENSG00000197111",5094,"Q15366","poly(rC) binding protein 2",36.16,5,10,1.207,0.804,0.828,0.914,0.986,0.981,1.472,0.922,1.432,9,1.06,0.08,0.375,0.557
"22517","ELOC","ENSG00000154582",6921,"Q15369","elongin C",58.04,5,5,0.903,0.824,1.052,1.299,1.275,0.986,1.152,0.987,1.182,9,1.07,0.05,0.179,0.346
"22518","ELOB","ENSG00000103363",6923,"Q15370","elongin B",51.69,6,6,1.015,0.922,1.121,1.207,1.286,1.231,1.141,1.134,1.253,9,1.15,0.04,0.007,0.046
"22520","RHEB","ENSG00000106615",6009,"Q15382","Ras homolog, mTORC1 binding",18.48,4,4,0.995,0.954,0.932,0.763,1.04,0.846,1.062,1.148,1.058,9,0.98,0.04,0.894,0.942
"22522","TOMM20","ENSG00000173726",9804,"Q15388","translocase of outer mitochondrial membrane 20",4.83,1,1,1.132,1.606,1.188,0.755,0.811,1.058,0.738,1.12,0.776,9,1.02,0.09,0.663,0.799
"22526","DHCR24","ENSG00000116133",1718,"Q15392","24-dehydrocholesterol reductase",5.43,3,3,1.216,1.895,1.576,0.884,0.919,1.801,1.155,1.863,1.2,9,1.39,0.13,0.03,0.116
"22527","SF3B3","ENSG00000189091",23450,"Q15393","splicing factor 3b subunit 3",28.18,31,32,0.893,1.154,1.097,1.114,1.085,1.245,0.961,1.153,0.877,9,1.06,0.04,0.574,0.735
"22528","PUM3","ENSG00000080608",9933,"Q15397","pumilio RNA binding family member 3",4.01,3,3,0.968,0.876,0.794,0.66,0.806,0.719,0.794,0.873,0.969,9,0.83,0.03,0.005,0.04
"22531","RSU1","ENSG00000148484",6251,"Q15404","Ras suppressor protein 1",19.49,6,6,1.109,1.017,1.086,1.13,1.186,0.973,1.142,1.275,1.128,9,1.12,0.03,0,0.009
"22537","CNN3","ENSG00000117519",1266,"Q15417","calponin 3",38.6,9,11,1.113,1.146,1.262,1.448,1.68,1.273,1.239,1.482,1.398,9,1.34,0.06,0,0.006
"22540","SAFB","ENSG00000160633",6294,"Q15424","scaffold attachment factor B",24.15,18,25,0.881,1.252,1.587,1.83,1.265,1.399,1.009,0.984,0.674,9,1.21,0.12,0.52,0.691
"22541","SF3B4","ENSG00000143368",10262,"Q15427","splicing factor 3b subunit 4",3.3,1,1,1.374,1.952,1.85,1.058,1.195,1.061,0.835,1.414,0.939,9,1.3,0.13,0.068,0.193
"22542","SF3A2","ENSG00000104897",8175,"Q15428","splicing factor 3a subunit 2",10.56,5,5,1.301,1.45,1.292,0.987,1.006,1.088,0.964,1.099,0.971,9,1.13,0.06,0.092,0.23
"22544","RBMS2","ENSG00000076067",5939,"Q15434","RNA binding motif single stranded interacting protein 2",11.55,2,4,0.728,0.692,0.787,1.274,1.575,1.107,1.163,1.361,1.437,9,1.12,0.11,0.366,0.549
"22545","PPP1R7","ENSG00000115685",5510,"Q15435","protein phosphatase 1 regulatory subunit 7",26.39,9,9,1.076,0.983,0.983,0.881,1.015,0.988,0.991,0.968,1.027,9,0.99,0.02,0.745,0.85
"22546","SEC23A","ENSG00000100934",10484,"Q15436","Sec23 homolog A, coat complex II component",14.51,8,9,1.008,0.943,0.784,0.986,1.244,1.022,1.074,1.228,1.32,9,1.07,0.06,0.203,0.376
"22547","SEC23B","ENSG00000101310",10483,"Q15437","SEC23 homolog B, coat complex II component",6.91,3,4,1.137,1.186,0.624,0.535,1.102,0.744,1.259,0.924,1.174,9,0.97,0.09,0.8,0.885
"22549","SF3A1","ENSG00000099995",10291,"Q15459","splicing factor 3a subunit 1",34.05,26,26,1.141,1.433,1.164,0.995,0.885,1.197,0.964,1.057,0.846,9,1.08,0.06,0.644,0.786
"22555","SKIV2L","ENSG00000232616",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22556","SKIV2L","ENSG00000225737",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22557","SKIV2L","ENSG00000228896",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22558","SKIV2L","ENSG00000223493",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22559","SKIV2L","ENSG00000204351",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22560","SKIV2L","ENSG00000206353",6499,"Q15477","Ski2 like RNA helicase",11.72,11,11,1.192,0.711,0.542,0.668,0.761,0.885,1.512,1.137,1.548,9,1,0.12,0.96,0.979
"22563","SPA17","ENSG00000064199",53340,"Q15506","sperm autoantigenic protein 17",10.6,1,1,0.741,0.653,1.651,1.693,1.8,0.662,0.75,0.7,0.797,9,1.05,0.17,0.911,0.952
"22574","MED22","ENSG00000148297",6837,"Q15528","mediator complex subunit 22",17,3,3,1.125,0.805,0.935,1.203,0.819,1.024,1.429,0.693,0.972,9,1,0.08,0.725,0.838
"22575","MED22","ENSG00000281022",6837,"Q15528","mediator complex subunit 22",17,3,3,1.125,0.805,0.935,1.203,0.819,1.024,1.429,0.693,0.972,9,1,0.08,0.725,0.838
"22576","SS18","ENSG00000141380",6760,"Q15532","SS18 subunit of BAF chromatin remodeling complex",2.87,1,1,1.399,1.7,1.381,1.006,1.179,1.225,1.007,1.427,1.179,9,1.28,0.07,0.005,0.037
"22580","TAF7","ENSG00000178913",6879,"Q15545","TATA-box binding protein associated factor 7",6.02,2,2,1.01,0.995,1.078,1.117,1.039,1.019,1.143,0.944,0.961,9,1.03,0.02,0.279,0.459
"22582","TERF2","ENSG00000132604",7014,"Q15554","telomeric repeat binding factor 2",12.73,5,5,1.348,1.209,1.443,1.382,1.069,1.145,1.274,0.881,0.985,9,1.19,0.06,0.033,0.124
"22583","MAPRE2","ENSG00000166974",10982,"Q15555","microtubule associated protein RP/EB family member 2",6.42,2,3,1.207,1.179,1.004,1.152,0.99,1.338,1.368,1.144,1.175,9,1.17,0.04,0.003,0.024
"22590","TGFBI","ENSG00000120708",7045,"Q15582","transforming growth factor beta induced",11.57,7,7,0.898,0.667,0.712,0.832,1.373,0.736,1.12,0.943,2.265,9,1.06,0.17,0.516,0.687
"22593","SLC9A3R2","ENSG00000065054",9351,"Q15599","SLC9A3 regulator 2",16.02,4,4,0.843,0.918,1.044,1.062,1.275,0.814,0.783,1.066,1.016,9,0.98,0.05,0.888,0.94
"22604","TSN","ENSG00000211460",7247,"Q15631","translin",22.37,5,5,1.137,0.759,0.926,0.945,1.058,0.904,1.26,0.91,1.181,9,1.01,0.05,0.67,0.804
"22606","SF1","ENSG00000168066",7536,"Q15637","splicing factor 1",14.55,9,9,0.986,1.026,1.222,1.136,1.192,1.071,0.906,0.988,0.91,9,1.05,0.04,0.497,0.671
"22607","TRIP10","ENSG00000125733",9322,"Q15642","thyroid hormone receptor interactor 10",16.64,8,8,0.703,1.199,0.663,0.68,0.65,1.186,0.605,0.9,0.462,9,0.78,0.09,0.004,0.031
"22608","TRIP11","ENSG00000100815",9321,"Q15643","thyroid hormone receptor interactor 11",10.86,18,19,1.052,0.858,0.926,0.904,1.082,0.891,0.878,0.985,1.072,9,0.96,0.03,0.431,0.614
"22609","TRIP13","ENSG00000071539",9319,"Q15645","thyroid hormone receptor interactor 13",6.48,2,3,0.959,0.596,0.402,0.532,0.555,0.779,1.251,0.809,1.305,9,0.8,0.11,0.137,0.291
"22611","MED1","ENSG00000125686",5469,"Q15648","mediator complex subunit 1",3.86,4,4,0.632,0.639,0.7,0.864,0.802,0.853,0.842,0.721,0.715,9,0.75,0.03,0,0.003
"22614","TRIP4","ENSG00000103671",9325,"Q15650","thyroid hormone receptor interactor 4",8.43,4,4,0.888,0.868,0.972,1.257,1.312,1.117,1.072,1.16,1.111,9,1.08,0.05,0.181,0.348
"22615","HMGN3","ENSG00000118418",9324,"Q15651","high mobility group nucleosomal binding domain 3",39.39,4,4,1.419,2.11,2.349,1.492,1.406,1.564,1.012,1.423,0.916,9,1.52,0.15,0.019,0.088
"22624","MAPRE1","ENSG00000101367",22919,"Q15691","microtubule associated protein RP/EB family member 1",27.61,8,10,0.976,1.019,1.056,1.323,1.439,0.942,1.146,1.094,1.222,9,1.14,0.06,0.008,0.052
"22629","TSC22D1","ENSG00000102804",8848,"Q15714","TSC22 domain family member 1",3.91,2,4,1.236,1.477,2.058,1.558,1.759,0.989,0.828,1.17,0.983,9,1.34,0.13,0.034,0.126
